>>>>>>>>>> Start item : ../data/Leeds.mp4
::: Run time Settings : {'Config load': 1, 'Config update': {'General': 1, 'Visualizer': 1, 'Figure': 1, 'Heatmap': 1, 'System': 1, 'Calibration': 0, 'Detector': 1}, 'Config save': 1}
:::::: Start File Checking ...
:: Loading Data and Configrations ...
: Background Found.
: Satellite Map Found.
: Visual Map Found.
: Road Mask Found.
: Road Boarder Found.
::: Camera size : (1920, 1080), Region of Interest : (1920, 1080),  Environment size :(1028, 1048)

 <<< Model is running on CUDA GPU >>> 

::: Configration Saved.
type: person vehicle id: 28 position: 415 287
type: car vehicle id: 27 position: 631 289
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 384 295
type: person vehicle id: 23 position: 263 345
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 25 496
type: car vehicle id: 18 position: 19 122
type: car vehicle id: 17 position: 1854 333
type: person vehicle id: 16 position: 189 504
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1332 297
type: car vehicle id: 12 position: 1633 244
type: person vehicle id: 11 position: 1490 362
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1441 331
type: person vehicle id: 6 position: 380 167
type: person vehicle id: 4 position: 1551 377
type: person vehicle id: 3 position: 1306 268
type: person vehicle id: 78 position: 1130 219
type: person vehicle id: 74 position: 1476 325
type: person vehicle id: 72 position: 1036 214
type: person vehicle id: 71 position: 393 199
type: person vehicle id: 70 position: 1526 363
type: person vehicle id: 69 position: 478 493
type: person vehicle id: 68 position: 455 268
type: person vehicle id: 62 position: 217 240
type: person vehicle id: 58 position: 556 99
type: person vehicle id: 54 position: 1107 209
type: person vehicle id: 49 position: 1269 267
type: person vehicle id: 48 position: 1190 248
type: person vehicle id: 40 position: 1465 337
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 894 209
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 436 514
type: person vehicle id: 34 position: 571 458
type: car vehicle id: 33 position: 944 179
type: car vehicle id: 31 position: 587 20
type: person vehicle id: 30 position: 768 586
type: car vehicle id: 29 position: 723 113
type: person vehicle id: 28 position: 415 284
type: car vehicle id: 27 position: 625 290
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 383 294
type: person vehicle id: 23 position: 262 344
type: person vehicle id: 22 position: 336 301
type: person vehicle id: 19 position: 23 496
type: car vehicle id: 18 position: 28 122
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 190 504
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1334 299
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 360
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1442 330
type: person vehicle id: 8 position: 838 89
type: person vehicle id: 6 position: 380 167
type: person vehicle id: 4 position: 1551 378
type: person vehicle id: 3 position: 1306 268
type: person vehicle id: 81 position: 386 178
type: person vehicle id: 78 position: 1131 220
type: person vehicle id: 74 position: 1475 325
type: person vehicle id: 72 position: 1036 213
type: person vehicle id: 71 position: 393 199
type: person vehicle id: 70 position: 1526 361
type: person vehicle id: 69 position: 475 493
type: person vehicle id: 68 position: 456 274
type: person vehicle id: 62 position: 218 239
type: person vehicle id: 58 position: 555 101
type: person vehicle id: 54 position: 1108 209
type: person vehicle id: 49 position: 1266 265
type: person vehicle id: 48 position: 1192 250
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 897 211
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 435 514
type: person vehicle id: 34 position: 572 460
type: car vehicle id: 33 position: 945 179
type: car vehicle id: 31 position: 587 20
type: person vehicle id: 30 position: 771 586
type: car vehicle id: 29 position: 725 115
type: person vehicle id: 28 position: 414 283
type: car vehicle id: 27 position: 618 292
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 383 293
type: person vehicle id: 23 position: 261 346
type: person vehicle id: 22 position: 336 300
type: person vehicle id: 19 position: 21 496
type: car vehicle id: 17 position: 1854 329
type: person vehicle id: 16 position: 191 505
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1336 298
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 359
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1442 331
type: person vehicle id: 8 position: 838 89
type: person vehicle id: 4 position: 1553 377
type: person vehicle id: 3 position: 1306 268
type: person vehicle id: 81 position: 386 175
type: person vehicle id: 78 position: 1131 220
type: person vehicle id: 76 position: 458 107
type: person vehicle id: 74 position: 1474 325
type: person vehicle id: 73 position: 1527 328
type: person vehicle id: 72 position: 1035 213
type: person vehicle id: 71 position: 392 199
type: person vehicle id: 70 position: 1526 360
type: person vehicle id: 69 position: 474 493
type: person vehicle id: 68 position: 457 275
type: person vehicle id: 67 position: 1004 161
type: person vehicle id: 62 position: 218 239
type: person vehicle id: 58 position: 554 101
type: person vehicle id: 54 position: 1108 210
type: person vehicle id: 49 position: 1265 264
type: person vehicle id: 48 position: 1192 250
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 898 212
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 434 514
type: person vehicle id: 34 position: 573 460
type: car vehicle id: 33 position: 944 179
type: car vehicle id: 31 position: 587 20
type: person vehicle id: 30 position: 773 586
type: car vehicle id: 29 position: 725 115
type: person vehicle id: 28 position: 414 283
type: car vehicle id: 27 position: 616 293
type: person vehicle id: 26 position: 691 859
type: person vehicle id: 25 position: 383 293
type: person vehicle id: 23 position: 261 346
type: person vehicle id: 22 position: 336 300
type: person vehicle id: 19 position: 20 495
type: car vehicle id: 17 position: 1854 329
type: person vehicle id: 16 position: 191 505
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1337 299
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 184 245
type: person vehicle id: 9 position: 1442 331
type: person vehicle id: 8 position: 838 89
type: person vehicle id: 4 position: 1553 377
type: person vehicle id: 3 position: 1306 268
type: person vehicle id: 81 position: 388 183
type: person vehicle id: 78 position: 1134 218
type: person vehicle id: 76 position: 459 107
type: person vehicle id: 75 position: 314 87
type: person vehicle id: 74 position: 1471 326
type: person vehicle id: 72 position: 1037 213
type: person vehicle id: 70 position: 1526 360
type: person vehicle id: 69 position: 473 493
type: person vehicle id: 68 position: 456 269
type: person vehicle id: 62 position: 220 238
type: person vehicle id: 58 position: 552 102
type: person vehicle id: 54 position: 1109 209
type: person vehicle id: 49 position: 1262 264
type: person vehicle id: 48 position: 1195 251
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 904 215
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 431 512
type: person vehicle id: 34 position: 574 463
type: car vehicle id: 33 position: 942 179
type: car vehicle id: 31 position: 587 19
type: person vehicle id: 30 position: 777 589
type: car vehicle id: 29 position: 728 116
type: person vehicle id: 28 position: 414 282
type: car vehicle id: 27 position: 609 294
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 383 292
type: person vehicle id: 23 position: 259 347
type: person vehicle id: 22 position: 336 300
type: person vehicle id: 19 position: 19 496
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 193 506
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1338 299
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1489 359
type: person vehicle id: 10 position: 184 244
type: person vehicle id: 9 position: 1442 332
type: person vehicle id: 8 position: 838 90
type: person vehicle id: 4 position: 1553 378
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 81 position: 388 185
type: person vehicle id: 78 position: 1135 219
type: person vehicle id: 74 position: 1470 324
type: person vehicle id: 72 position: 1037 214
type: person vehicle id: 70 position: 1526 360
type: person vehicle id: 69 position: 471 493
type: person vehicle id: 68 position: 456 266
type: person vehicle id: 62 position: 221 239
type: person vehicle id: 54 position: 1109 209
type: person vehicle id: 49 position: 1262 263
type: person vehicle id: 48 position: 1198 252
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 908 216
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 883
type: person vehicle id: 35 position: 429 511
type: person vehicle id: 34 position: 575 464
type: car vehicle id: 33 position: 942 179
type: car vehicle id: 31 position: 587 18
type: person vehicle id: 30 position: 781 591
type: car vehicle id: 29 position: 728 118
type: person vehicle id: 28 position: 413 282
type: car vehicle id: 27 position: 604 295
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 383 292
type: person vehicle id: 23 position: 258 348
type: person vehicle id: 22 position: 334 300
type: person vehicle id: 19 position: 19 496
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 194 507
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1338 299
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1489 359
type: person vehicle id: 10 position: 184 244
type: person vehicle id: 9 position: 1442 333
type: person vehicle id: 8 position: 838 89
type: person vehicle id: 4 position: 1553 377
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 81 position: 388 187
type: person vehicle id: 78 position: 1135 220
type: person vehicle id: 74 position: 1469 324
type: person vehicle id: 72 position: 1037 214
type: person vehicle id: 70 position: 1526 360
type: person vehicle id: 69 position: 470 493
type: person vehicle id: 68 position: 457 266
type: person vehicle id: 62 position: 221 239
type: person vehicle id: 54 position: 1109 209
type: person vehicle id: 49 position: 1262 263
type: person vehicle id: 48 position: 1199 252
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 910 217
type: car vehicle id: 37 position: 1030 213
type: person vehicle id: 36 position: 730 883
type: person vehicle id: 35 position: 428 511
type: person vehicle id: 34 position: 576 465
type: car vehicle id: 33 position: 941 179
type: car vehicle id: 31 position: 588 18
type: person vehicle id: 30 position: 783 593
type: car vehicle id: 29 position: 729 119
type: person vehicle id: 28 position: 413 281
type: car vehicle id: 27 position: 602 296
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 382 291
type: person vehicle id: 23 position: 257 348
type: person vehicle id: 22 position: 333 300
type: person vehicle id: 19 position: 19 497
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 194 507
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1338 299
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1489 359
type: person vehicle id: 10 position: 184 244
type: person vehicle id: 9 position: 1442 333
type: person vehicle id: 8 position: 838 89
type: person vehicle id: 4 position: 1553 377
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 81 position: 389 187
type: person vehicle id: 78 position: 1137 220
type: person vehicle id: 74 position: 1468 327
type: person vehicle id: 72 position: 1040 214
type: person vehicle id: 70 position: 1525 360
type: person vehicle id: 69 position: 464 491
type: person vehicle id: 68 position: 456 262
type: person vehicle id: 62 position: 223 238
type: person vehicle id: 54 position: 1110 210
type: person vehicle id: 49 position: 1260 261
type: person vehicle id: 48 position: 1202 254
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 915 220
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 883
type: person vehicle id: 35 position: 423 508
type: person vehicle id: 34 position: 577 470
type: car vehicle id: 33 position: 942 178
type: car vehicle id: 31 position: 589 17
type: person vehicle id: 30 position: 786 596
type: car vehicle id: 29 position: 729 120
type: person vehicle id: 28 position: 413 281
type: car vehicle id: 27 position: 594 296
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 382 290
type: person vehicle id: 23 position: 255 349
type: person vehicle id: 22 position: 333 298
type: person vehicle id: 19 position: 18 496
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 195 509
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1338 300
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 359
type: person vehicle id: 10 position: 185 244
type: person vehicle id: 9 position: 1445 334
type: person vehicle id: 8 position: 837 87
type: person vehicle id: 4 position: 1553 376
type: person vehicle id: 3 position: 1307 267
type: person vehicle id: 81 position: 389 187
type: person vehicle id: 78 position: 1139 220
type: person vehicle id: 74 position: 1467 329
type: person vehicle id: 72 position: 1043 214
type: person vehicle id: 70 position: 1524 359
type: person vehicle id: 69 position: 461 490
type: person vehicle id: 68 position: 456 260
type: person vehicle id: 62 position: 224 238
type: person vehicle id: 54 position: 1110 210
type: person vehicle id: 49 position: 1257 260
type: person vehicle id: 48 position: 1202 253
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 919 223
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 883
type: person vehicle id: 35 position: 420 507
type: person vehicle id: 34 position: 578 474
type: car vehicle id: 33 position: 941 176
type: car vehicle id: 31 position: 589 16
type: person vehicle id: 30 position: 787 599
type: car vehicle id: 29 position: 730 122
type: person vehicle id: 28 position: 412 279
type: car vehicle id: 27 position: 588 298
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 382 290
type: person vehicle id: 23 position: 253 349
type: person vehicle id: 22 position: 332 298
type: person vehicle id: 19 position: 16 495
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 196 510
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1339 301
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 185 245
type: person vehicle id: 9 position: 1447 333
type: person vehicle id: 8 position: 836 87
type: person vehicle id: 4 position: 1552 375
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 81 position: 388 188
type: person vehicle id: 78 position: 1139 220
type: person vehicle id: 76 position: 464 103
type: person vehicle id: 74 position: 1466 330
type: person vehicle id: 73 position: 1525 331
type: person vehicle id: 72 position: 1044 214
type: person vehicle id: 70 position: 1524 359
type: person vehicle id: 69 position: 460 489
type: person vehicle id: 68 position: 457 260
type: person vehicle id: 67 position: 1012 157
type: person vehicle id: 62 position: 224 238
type: person vehicle id: 54 position: 1110 211
type: person vehicle id: 49 position: 1256 260
type: person vehicle id: 48 position: 1203 254
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 921 223
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 883
type: person vehicle id: 35 position: 419 507
type: person vehicle id: 34 position: 579 475
type: car vehicle id: 33 position: 941 175
type: car vehicle id: 31 position: 589 15
type: person vehicle id: 30 position: 787 601
type: car vehicle id: 29 position: 730 122
type: person vehicle id: 28 position: 412 278
type: car vehicle id: 27 position: 585 299
type: person vehicle id: 26 position: 692 859
type: person vehicle id: 25 position: 382 290
type: person vehicle id: 23 position: 252 349
type: person vehicle id: 22 position: 332 297
type: person vehicle id: 19 position: 16 495
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 196 511
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1340 301
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 357
type: person vehicle id: 10 position: 185 245
type: person vehicle id: 9 position: 1448 333
type: person vehicle id: 8 position: 836 86
type: person vehicle id: 4 position: 1552 374
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 84 position: 208 241
type: person vehicle id: 81 position: 388 188
type: person vehicle id: 78 position: 1140 227
type: person vehicle id: 76 position: 465 105
type: person vehicle id: 74 position: 1466 329
type: person vehicle id: 73 position: 1525 331
type: person vehicle id: 72 position: 1040 214
type: person vehicle id: 70 position: 1524 359
type: person vehicle id: 69 position: 454 489
type: person vehicle id: 68 position: 458 260
type: person vehicle id: 67 position: 1013 156
type: person vehicle id: 62 position: 225 238
type: person vehicle id: 54 position: 1111 211
type: person vehicle id: 49 position: 1253 260
type: person vehicle id: 48 position: 1204 255
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 926 226
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 884
type: person vehicle id: 35 position: 413 508
type: person vehicle id: 34 position: 579 479
type: car vehicle id: 33 position: 940 175
type: car vehicle id: 31 position: 589 15
type: person vehicle id: 30 position: 788 603
type: car vehicle id: 29 position: 732 124
type: person vehicle id: 28 position: 411 276
type: car vehicle id: 27 position: 578 299
type: person vehicle id: 26 position: 692 859
type: person vehicle id: 25 position: 381 289
type: person vehicle id: 23 position: 252 350
type: person vehicle id: 22 position: 332 297
type: person vehicle id: 19 position: 15 495
type: car vehicle id: 17 position: 1854 337
type: person vehicle id: 16 position: 198 514
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1341 303
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 358
type: person vehicle id: 10 position: 185 245
type: person vehicle id: 9 position: 1447 333
type: person vehicle id: 4 position: 1552 373
type: person vehicle id: 3 position: 1307 268
type: person vehicle id: 84 position: 207 241
type: person vehicle id: 81 position: 388 187
type: person vehicle id: 78 position: 1141 229
type: person vehicle id: 76 position: 467 104
type: person vehicle id: 74 position: 1465 327
type: person vehicle id: 73 position: 1526 330
type: person vehicle id: 72 position: 1045 214
type: person vehicle id: 70 position: 1523 362
type: person vehicle id: 69 position: 452 489
type: person vehicle id: 68 position: 461 257
type: person vehicle id: 67 position: 1013 156
type: person vehicle id: 62 position: 226 237
type: person vehicle id: 54 position: 1111 211
type: person vehicle id: 49 position: 1251 259
type: person vehicle id: 48 position: 1205 257
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 931 228
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 731 883
type: person vehicle id: 35 position: 409 506
type: person vehicle id: 34 position: 580 480
type: car vehicle id: 33 position: 939 174
type: car vehicle id: 31 position: 590 15
type: person vehicle id: 30 position: 791 604
type: car vehicle id: 29 position: 733 126
type: person vehicle id: 28 position: 411 275
type: car vehicle id: 27 position: 571 300
type: person vehicle id: 26 position: 692 859
type: person vehicle id: 25 position: 381 289
type: person vehicle id: 23 position: 251 353
type: person vehicle id: 22 position: 332 297
type: person vehicle id: 19 position: 13 493
type: car vehicle id: 17 position: 1854 338
type: person vehicle id: 16 position: 198 515
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1344 305
type: car vehicle id: 12 position: 1633 245
type: person vehicle id: 11 position: 1490 357
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 9 position: 1447 332
type: person vehicle id: 4 position: 1553 373
type: person vehicle id: 3 position: 1307 269
type: person vehicle id: 84 position: 207 241
type: person vehicle id: 81 position: 388 188
type: person vehicle id: 78 position: 1141 230
type: person vehicle id: 76 position: 468 103
type: person vehicle id: 74 position: 1466 327
type: person vehicle id: 73 position: 1526 330
type: person vehicle id: 72 position: 1046 214
type: person vehicle id: 71 position: 400 206
type: person vehicle id: 70 position: 1522 362
type: person vehicle id: 69 position: 451 489
type: person vehicle id: 68 position: 461 257
type: person vehicle id: 67 position: 1014 156
type: person vehicle id: 62 position: 226 237
type: person vehicle id: 54 position: 1111 211
type: person vehicle id: 49 position: 1250 259
type: person vehicle id: 48 position: 1205 258
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 933 229
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 731 884
type: person vehicle id: 35 position: 408 505
type: person vehicle id: 34 position: 581 481
type: car vehicle id: 33 position: 939 173
type: car vehicle id: 31 position: 590 14
type: person vehicle id: 30 position: 792 605
type: car vehicle id: 29 position: 734 126
type: person vehicle id: 28 position: 411 274
type: car vehicle id: 27 position: 568 300
type: person vehicle id: 26 position: 692 859
type: person vehicle id: 25 position: 381 288
type: person vehicle id: 23 position: 250 355
type: person vehicle id: 22 position: 332 298
type: person vehicle id: 19 position: 12 493
type: car vehicle id: 17 position: 1854 339
type: person vehicle id: 16 position: 199 515
type: car vehicle id: 15 position: 465 19
type: person vehicle id: 14 position: 1345 306
type: car vehicle id: 12 position: 1632 245
type: person vehicle id: 11 position: 1490 357
type: person vehicle id: 10 position: 186 245
type: person vehicle id: 9 position: 1447 331
type: person vehicle id: 6 position: 385 165
type: person vehicle id: 4 position: 1553 373
type: person vehicle id: 3 position: 1307 270
type: person vehicle id: 86 position: 1232 260
type: person vehicle id: 81 position: 389 187
type: person vehicle id: 78 position: 1143 232
type: person vehicle id: 76 position: 470 103
type: person vehicle id: 72 position: 1041 215
type: person vehicle id: 70 position: 1522 363
type: person vehicle id: 69 position: 455 482
type: person vehicle id: 68 position: 464 257
type: person vehicle id: 62 position: 227 238
type: person vehicle id: 54 position: 1115 211
type: person vehicle id: 49 position: 1248 260
type: person vehicle id: 48 position: 1208 261
type: car vehicle id: 39 position: 1400 185
type: car vehicle id: 38 position: 939 231
type: car vehicle id: 37 position: 1030 215
type: person vehicle id: 36 position: 731 883
type: person vehicle id: 35 position: 406 506
type: person vehicle id: 34 position: 582 481
type: car vehicle id: 33 position: 938 173
type: car vehicle id: 31 position: 591 13
type: person vehicle id: 30 position: 796 605
type: car vehicle id: 29 position: 735 127
type: person vehicle id: 28 position: 410 274
type: car vehicle id: 27 position: 561 303
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 381 286
type: person vehicle id: 23 position: 248 362
type: person vehicle id: 22 position: 332 294
type: person vehicle id: 19 position: 11 494
type: car vehicle id: 17 position: 1854 335
type: person vehicle id: 16 position: 200 517
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1347 307
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 245
type: person vehicle id: 9 position: 1452 329
type: person vehicle id: 4 position: 1554 374
type: person vehicle id: 81 position: 389 186
type: person vehicle id: 78 position: 1144 233
type: person vehicle id: 76 position: 471 103
type: person vehicle id: 72 position: 1041 214
type: person vehicle id: 70 position: 1522 363
type: person vehicle id: 69 position: 451 482
type: person vehicle id: 68 position: 467 257
type: person vehicle id: 62 position: 227 238
type: person vehicle id: 54 position: 1116 211
type: person vehicle id: 49 position: 1248 259
type: person vehicle id: 48 position: 1211 262
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 943 234
type: car vehicle id: 37 position: 1030 215
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 406 507
type: person vehicle id: 34 position: 583 481
type: car vehicle id: 33 position: 938 173
type: car vehicle id: 31 position: 591 13
type: person vehicle id: 30 position: 797 605
type: car vehicle id: 29 position: 736 128
type: person vehicle id: 28 position: 410 273
type: car vehicle id: 27 position: 555 305
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 380 285
type: person vehicle id: 23 position: 247 366
type: person vehicle id: 22 position: 331 292
type: person vehicle id: 19 position: 10 499
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 200 517
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1350 308
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 245
type: person vehicle id: 9 position: 1448 332
type: person vehicle id: 4 position: 1554 375
type: person vehicle id: 85 position: 432 493
type: person vehicle id: 83 position: 1078 171
type: person vehicle id: 81 position: 388 185
type: person vehicle id: 78 position: 1145 234
type: person vehicle id: 76 position: 472 103
type: person vehicle id: 72 position: 1041 214
type: person vehicle id: 70 position: 1522 363
type: person vehicle id: 69 position: 449 482
type: person vehicle id: 68 position: 467 257
type: person vehicle id: 62 position: 228 238
type: person vehicle id: 54 position: 1116 211
type: person vehicle id: 49 position: 1248 259
type: person vehicle id: 48 position: 1212 261
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 945 235
type: car vehicle id: 37 position: 1030 215
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 405 507
type: person vehicle id: 34 position: 583 481
type: car vehicle id: 33 position: 938 173
type: car vehicle id: 31 position: 592 13
type: person vehicle id: 30 position: 798 605
type: car vehicle id: 29 position: 736 129
type: person vehicle id: 28 position: 409 273
type: car vehicle id: 27 position: 553 306
type: person vehicle id: 26 position: 692 860
type: person vehicle id: 25 position: 380 284
type: person vehicle id: 23 position: 247 367
type: person vehicle id: 22 position: 331 291
type: person vehicle id: 19 position: 9 501
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 200 518
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1350 308
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 187 244
type: person vehicle id: 9 position: 1447 333
type: person vehicle id: 8 position: 831 90
type: person vehicle id: 4 position: 1554 375
type: person vehicle id: 85 position: 429 495
type: person vehicle id: 83 position: 1080 173
type: person vehicle id: 81 position: 389 185
type: person vehicle id: 78 position: 1145 233
type: person vehicle id: 76 position: 472 104
type: person vehicle id: 74 position: 1464 330
type: person vehicle id: 72 position: 1042 213
type: person vehicle id: 71 position: 399 208
type: person vehicle id: 70 position: 1523 364
type: person vehicle id: 69 position: 448 483
type: person vehicle id: 68 position: 467 257
type: person vehicle id: 62 position: 228 238
type: person vehicle id: 54 position: 1118 211
type: person vehicle id: 49 position: 1247 258
type: person vehicle id: 48 position: 1216 261
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 951 237
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 404 506
type: person vehicle id: 34 position: 584 480
type: car vehicle id: 33 position: 939 173
type: car vehicle id: 31 position: 592 13
type: person vehicle id: 30 position: 800 606
type: car vehicle id: 29 position: 737 130
type: person vehicle id: 28 position: 409 272
type: car vehicle id: 27 position: 544 306
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 381 283
type: person vehicle id: 23 position: 245 370
type: person vehicle id: 22 position: 331 291
type: person vehicle id: 19 position: 8 503
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 200 518
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1353 308
type: car vehicle id: 12 position: 1634 245
type: person vehicle id: 11 position: 1489 358
type: person vehicle id: 10 position: 186 244
type: person vehicle id: 9 position: 1447 334
type: person vehicle id: 8 position: 830 90
type: person vehicle id: 4 position: 1554 375
type: person vehicle id: 83 position: 1080 172
type: person vehicle id: 81 position: 389 186
type: person vehicle id: 78 position: 1146 233
type: person vehicle id: 74 position: 1455 323
type: person vehicle id: 72 position: 1043 213
type: person vehicle id: 71 position: 398 206
type: person vehicle id: 70 position: 1524 365
type: person vehicle id: 69 position: 445 484
type: person vehicle id: 68 position: 470 257
type: person vehicle id: 63 position: 359 287
type: person vehicle id: 62 position: 229 237
type: person vehicle id: 54 position: 1118 211
type: person vehicle id: 49 position: 1245 258
type: person vehicle id: 48 position: 1219 260
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 955 240
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 732 883
type: person vehicle id: 35 position: 403 506
type: person vehicle id: 34 position: 585 481
type: car vehicle id: 33 position: 938 173
type: car vehicle id: 31 position: 591 12
type: person vehicle id: 30 position: 803 608
type: car vehicle id: 29 position: 738 131
type: person vehicle id: 28 position: 409 272
type: car vehicle id: 27 position: 537 309
type: person vehicle id: 26 position: 691 860
type: person vehicle id: 25 position: 381 282
type: person vehicle id: 23 position: 246 371
type: person vehicle id: 22 position: 331 291
type: person vehicle id: 19 position: 7 506
type: car vehicle id: 17 position: 1854 336
type: person vehicle id: 16 position: 200 519
type: car vehicle id: 15 position: 466 19
type: person vehicle id: 14 position: 1355 307
