>>>>>>>>>> Start item : ../data/Leeds.mp4
::: Run time Settings : {'Config load': 1, 'Config update': {'General': 1, 'Visualizer': 1, 'Figure': 1, 'Heatmap': 1, 'System': 1, 'Calibration': 0, 'Detector': 1}, 'Config save': 1}
:::::: Start File Checking ...
:: Loading Data and Configrations ...
: Background Found.
: Satellite Map Found.
: Visual Map Found.
: Road Mask Found.
: Road Boarder Found.
::: Camera size : (1920, 1080), Region of Interest : (1920, 1080),  Environment size :(1028, 1048)

 <<< Model is running on CUDA GPU >>> 

::: Configration Saved.
type: person vehicle id: 36 position: 731 882
type: person vehicle id: 35 position: 504 537
type: person vehicle id: 34 position: 533 419
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 32 position: 594 9
type: car vehicle id: 31 position: 575 64
type: person vehicle id: 30 position: 703 529
type: car vehicle id: 29 position: 693 73
type: person vehicle id: 28 position: 423 308
type: car vehicle id: 27 position: 769 235
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 387 316
type: person vehicle id: 23 position: 284 314
type: person vehicle id: 22 position: 337 328
type: person vehicle id: 20 position: 1390 295
type: person vehicle id: 19 position: 103 511
type: car vehicle id: 18 position: 35 122
type: car vehicle id: 17 position: 1855 329
type: person vehicle id: 16 position: 160 470
type: car vehicle id: 15 position: 463 21
type: person vehicle id: 14 position: 1288 282
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 357
type: person vehicle id: 10 position: 181 243
type: person vehicle id: 9 position: 1442 337
type: person vehicle id: 7 position: 430 240
type: person vehicle id: 6 position: 377 174
type: person vehicle id: 3 position: 1339 283
type: person vehicle id: 56 position: 1240 336
type: person vehicle id: 53 position: 546 518
type: person vehicle id: 51 position: 1315 282
type: person vehicle id: 48 position: 1144 231
type: person vehicle id: 45 position: 1890 485
type: person vehicle id: 42 position: 389 314
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 808 145
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 731 882
type: person vehicle id: 35 position: 503 536
type: person vehicle id: 34 position: 535 420
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 574 63
type: person vehicle id: 30 position: 704 529
type: car vehicle id: 29 position: 693 75
type: person vehicle id: 28 position: 423 307
type: car vehicle id: 27 position: 766 238
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 387 315
type: person vehicle id: 23 position: 283 315
type: person vehicle id: 22 position: 336 328
type: person vehicle id: 20 position: 1391 295
type: person vehicle id: 19 position: 100 511
type: car vehicle id: 18 position: 35 122
type: car vehicle id: 17 position: 1856 330
type: person vehicle id: 16 position: 161 472
type: car vehicle id: 15 position: 463 21
type: person vehicle id: 14 position: 1290 283
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 181 243
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 7 position: 431 245
type: person vehicle id: 6 position: 377 174
type: person vehicle id: 3 position: 1337 283
type: person vehicle id: 56 position: 1243 337
type: person vehicle id: 54 position: 1095 186
type: person vehicle id: 53 position: 545 518
type: person vehicle id: 51 position: 1313 282
type: person vehicle id: 48 position: 1144 231
type: person vehicle id: 45 position: 1891 485
type: person vehicle id: 42 position: 400 311
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 808 146
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 731 882
type: person vehicle id: 35 position: 502 536
type: person vehicle id: 34 position: 535 420
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 574 63
type: person vehicle id: 30 position: 705 529
type: car vehicle id: 29 position: 693 76
type: person vehicle id: 28 position: 423 306
type: car vehicle id: 27 position: 765 238
type: person vehicle id: 26 position: 695 859
type: person vehicle id: 25 position: 387 314
type: person vehicle id: 23 position: 283 316
type: person vehicle id: 22 position: 336 328
type: person vehicle id: 20 position: 1391 295
type: person vehicle id: 19 position: 99 511
type: car vehicle id: 18 position: 35 122
type: car vehicle id: 17 position: 1856 330
type: person vehicle id: 16 position: 162 472
type: car vehicle id: 15 position: 463 21
type: person vehicle id: 14 position: 1291 283
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 181 243
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 7 position: 431 246
type: person vehicle id: 6 position: 377 174
type: person vehicle id: 3 position: 1336 283
type: person vehicle id: 60 position: 1270 322
type: person vehicle id: 56 position: 1255 341
type: person vehicle id: 54 position: 1096 186
type: person vehicle id: 53 position: 542 519
type: person vehicle id: 48 position: 1145 231
type: person vehicle id: 45 position: 1892 487
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 810 148
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 882
type: person vehicle id: 35 position: 500 534
type: person vehicle id: 34 position: 537 419
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 576 61
type: person vehicle id: 30 position: 706 535
type: car vehicle id: 29 position: 695 78
type: person vehicle id: 28 position: 423 305
type: car vehicle id: 27 position: 761 240
type: person vehicle id: 26 position: 695 859
type: person vehicle id: 25 position: 387 314
type: person vehicle id: 23 position: 282 316
type: person vehicle id: 22 position: 336 327
type: person vehicle id: 20 position: 1393 296
type: person vehicle id: 19 position: 96 511
type: car vehicle id: 18 position: 34 122
type: car vehicle id: 17 position: 1856 330
type: person vehicle id: 16 position: 163 473
type: car vehicle id: 15 position: 463 21
type: person vehicle id: 14 position: 1293 283
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 181 243
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 6 position: 378 175
type: person vehicle id: 3 position: 1335 282
type: person vehicle id: 56 position: 1265 346
type: person vehicle id: 54 position: 1096 187
type: person vehicle id: 53 position: 540 518
type: person vehicle id: 48 position: 1146 231
type: person vehicle id: 45 position: 1894 488
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 813 149
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 882
type: person vehicle id: 35 position: 499 534
type: person vehicle id: 34 position: 538 419
type: car vehicle id: 33 position: 933 179
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 577 59
type: person vehicle id: 30 position: 708 537
type: car vehicle id: 29 position: 696 79
type: person vehicle id: 28 position: 423 304
type: car vehicle id: 27 position: 758 242
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 387 312
type: person vehicle id: 23 position: 281 316
type: person vehicle id: 22 position: 337 327
type: person vehicle id: 20 position: 1396 298
type: person vehicle id: 19 position: 94 511
type: car vehicle id: 18 position: 34 122
type: car vehicle id: 17 position: 1855 328
type: person vehicle id: 16 position: 164 474
type: car vehicle id: 15 position: 463 21
type: person vehicle id: 14 position: 1295 281
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 180 242
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 6 position: 379 176
type: person vehicle id: 3 position: 1332 281
type: person vehicle id: 56 position: 1268 348
type: person vehicle id: 54 position: 1097 187
type: person vehicle id: 53 position: 540 518
type: person vehicle id: 48 position: 1146 231
type: person vehicle id: 46 position: 1039 157
type: person vehicle id: 45 position: 1894 488
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 814 150
type: car vehicle id: 37 position: 1030 214
type: person vehicle id: 36 position: 730 881
type: person vehicle id: 35 position: 499 534
type: person vehicle id: 34 position: 538 419
type: car vehicle id: 33 position: 932 178
type: car vehicle id: 32 position: 593 8
type: car vehicle id: 31 position: 577 58
type: person vehicle id: 30 position: 709 537
type: car vehicle id: 29 position: 696 79
type: person vehicle id: 28 position: 422 303
type: car vehicle id: 27 position: 756 243
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 387 312
type: person vehicle id: 23 position: 281 316
type: person vehicle id: 22 position: 337 327
type: person vehicle id: 20 position: 1396 299
type: person vehicle id: 19 position: 93 511
type: car vehicle id: 18 position: 34 122
type: car vehicle id: 17 position: 1855 327
type: person vehicle id: 16 position: 165 474
type: car vehicle id: 15 position: 464 20
type: person vehicle id: 14 position: 1295 281
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 180 242
type: person vehicle id: 9 position: 1441 337
type: person vehicle id: 6 position: 380 176
type: person vehicle id: 3 position: 1332 281
type: person vehicle id: 56 position: 1281 354
type: person vehicle id: 54 position: 1096 189
type: person vehicle id: 53 position: 536 517
type: person vehicle id: 48 position: 1147 232
type: person vehicle id: 46 position: 1038 157
type: person vehicle id: 45 position: 1903 493
type: car vehicle id: 39 position: 1400 186
type: car vehicle id: 38 position: 816 153
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 882
type: person vehicle id: 35 position: 496 534
type: person vehicle id: 34 position: 540 420
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 32 position: 594 7
type: car vehicle id: 31 position: 577 55
type: person vehicle id: 30 position: 711 539
type: car vehicle id: 29 position: 694 76
type: person vehicle id: 28 position: 422 304
type: car vehicle id: 27 position: 753 246
type: person vehicle id: 26 position: 695 859
type: person vehicle id: 25 position: 387 311
type: person vehicle id: 23 position: 280 318
type: person vehicle id: 22 position: 337 326
type: person vehicle id: 20 position: 1396 305
type: person vehicle id: 19 position: 92 511
type: car vehicle id: 18 position: 36 122
type: car vehicle id: 17 position: 1854 327
type: person vehicle id: 16 position: 166 476
type: car vehicle id: 15 position: 463 20
type: person vehicle id: 14 position: 1297 280
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 179 242
type: person vehicle id: 9 position: 1440 337
type: person vehicle id: 6 position: 380 176
type: person vehicle id: 3 position: 1330 281
type: person vehicle id: 56 position: 1291 355
type: person vehicle id: 53 position: 535 516
type: person vehicle id: 48 position: 1148 232
type: person vehicle id: 46 position: 1038 158
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 819 155
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 494 533
type: person vehicle id: 34 position: 541 421
type: car vehicle id: 33 position: 932 178
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 576 54
type: person vehicle id: 30 position: 712 540
type: car vehicle id: 29 position: 696 79
type: person vehicle id: 28 position: 422 304
type: car vehicle id: 27 position: 750 247
type: person vehicle id: 26 position: 695 859
type: person vehicle id: 25 position: 386 310
type: person vehicle id: 23 position: 279 320
type: person vehicle id: 22 position: 337 326
type: person vehicle id: 20 position: 1397 308
type: person vehicle id: 19 position: 88 508
type: car vehicle id: 18 position: 36 122
type: car vehicle id: 17 position: 1854 327
type: person vehicle id: 16 position: 166 477
type: car vehicle id: 15 position: 463 20
type: person vehicle id: 14 position: 1301 281
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 179 242
type: person vehicle id: 9 position: 1441 336
type: person vehicle id: 6 position: 380 177
type: person vehicle id: 3 position: 1327 282
type: person vehicle id: 56 position: 1295 355
type: person vehicle id: 53 position: 534 516
type: person vehicle id: 48 position: 1149 232
type: person vehicle id: 46 position: 1038 158
type: car vehicle id: 39 position: 1402 186
type: car vehicle id: 38 position: 819 156
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 493 533
type: person vehicle id: 34 position: 541 421
type: car vehicle id: 33 position: 932 178
type: car vehicle id: 32 position: 594 8
type: car vehicle id: 31 position: 576 53
type: person vehicle id: 30 position: 713 540
type: car vehicle id: 29 position: 697 80
type: person vehicle id: 28 position: 422 304
type: car vehicle id: 27 position: 749 248
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 310
type: person vehicle id: 23 position: 279 320
type: person vehicle id: 22 position: 337 326
type: person vehicle id: 20 position: 1397 309
type: person vehicle id: 19 position: 86 508
type: car vehicle id: 18 position: 36 122
type: car vehicle id: 17 position: 1854 327
type: person vehicle id: 16 position: 167 477
type: car vehicle id: 15 position: 463 19
type: person vehicle id: 14 position: 1302 282
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 179 242
type: person vehicle id: 9 position: 1441 335
type: person vehicle id: 6 position: 380 177
type: person vehicle id: 3 position: 1327 283
type: person vehicle id: 2 position: 310 324
type: person vehicle id: 63 position: 370 318
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 58 position: 602 101
type: person vehicle id: 56 position: 1307 360
type: person vehicle id: 53 position: 538 512
type: person vehicle id: 48 position: 1151 232
type: person vehicle id: 46 position: 1039 158
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 821 158
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 491 532
type: person vehicle id: 34 position: 542 422
type: car vehicle id: 33 position: 933 178
type: car vehicle id: 32 position: 594 7
type: car vehicle id: 31 position: 577 50
type: person vehicle id: 30 position: 715 540
type: car vehicle id: 29 position: 698 80
type: person vehicle id: 28 position: 421 302
type: car vehicle id: 27 position: 745 250
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 309
type: person vehicle id: 23 position: 280 322
type: person vehicle id: 22 position: 337 326
type: person vehicle id: 20 position: 1399 308
type: person vehicle id: 19 position: 81 505
type: car vehicle id: 18 position: 36 122
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 167 477
type: car vehicle id: 15 position: 464 19
type: person vehicle id: 14 position: 1304 286
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 178 243
type: person vehicle id: 9 position: 1441 336
type: person vehicle id: 6 position: 381 178
type: person vehicle id: 4 position: 1551 372
type: person vehicle id: 3 position: 1322 285
type: person vehicle id: 2 position: 310 325
type: person vehicle id: 64 position: 512 516
type: person vehicle id: 63 position: 368 318
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 58 position: 601 100
type: person vehicle id: 56 position: 1321 365
type: person vehicle id: 53 position: 537 508
type: person vehicle id: 48 position: 1152 233
type: person vehicle id: 46 position: 1040 157
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 823 159
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 489 530
type: person vehicle id: 34 position: 544 425
type: car vehicle id: 33 position: 933 178
type: car vehicle id: 32 position: 595 7
type: car vehicle id: 31 position: 578 49
type: person vehicle id: 30 position: 716 541
type: car vehicle id: 29 position: 699 81
type: person vehicle id: 28 position: 421 300
type: car vehicle id: 27 position: 741 250
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 309
type: person vehicle id: 23 position: 279 324
type: person vehicle id: 22 position: 337 326
type: person vehicle id: 20 position: 1402 307
type: person vehicle id: 19 position: 78 504
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 168 478
type: car vehicle id: 15 position: 464 19
type: person vehicle id: 14 position: 1305 287
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 177 243
type: person vehicle id: 9 position: 1441 336
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 4 position: 1551 372
type: person vehicle id: 3 position: 1320 285
type: person vehicle id: 2 position: 309 326
type: person vehicle id: 64 position: 512 516
type: person vehicle id: 63 position: 367 317
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 58 position: 600 100
type: person vehicle id: 56 position: 1326 366
type: person vehicle id: 54 position: 1099 190
type: person vehicle id: 53 position: 537 507
type: person vehicle id: 48 position: 1152 233
type: person vehicle id: 46 position: 1041 157
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 824 158
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 489 529
type: person vehicle id: 34 position: 544 426
type: car vehicle id: 33 position: 933 178
type: car vehicle id: 32 position: 595 7
type: car vehicle id: 31 position: 578 49
type: person vehicle id: 30 position: 716 542
type: car vehicle id: 29 position: 700 81
type: person vehicle id: 28 position: 420 300
type: car vehicle id: 27 position: 740 250
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 309
type: person vehicle id: 23 position: 278 324
type: person vehicle id: 22 position: 337 325
type: person vehicle id: 20 position: 1403 307
type: person vehicle id: 19 position: 77 503
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 168 478
type: car vehicle id: 15 position: 464 19
type: person vehicle id: 14 position: 1306 288
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 177 243
type: person vehicle id: 9 position: 1441 336
type: person vehicle id: 8 position: 854 90
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 4 position: 1551 371
type: person vehicle id: 3 position: 1320 284
type: person vehicle id: 2 position: 309 326
type: person vehicle id: 64 position: 512 514
type: person vehicle id: 63 position: 368 317
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 56 position: 1338 373
type: person vehicle id: 54 position: 1100 190
type: person vehicle id: 53 position: 532 504
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 827 161
type: car vehicle id: 37 position: 1032 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 484 528
type: person vehicle id: 34 position: 546 429
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 32 position: 595 7
type: car vehicle id: 31 position: 580 46
type: person vehicle id: 30 position: 718 542
type: car vehicle id: 29 position: 702 83
type: person vehicle id: 28 position: 420 299
type: car vehicle id: 27 position: 736 252
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 308
type: person vehicle id: 23 position: 278 326
type: person vehicle id: 22 position: 338 325
type: person vehicle id: 20 position: 1406 308
type: person vehicle id: 19 position: 73 503
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 170 478
type: car vehicle id: 15 position: 464 20
type: person vehicle id: 14 position: 1306 290
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 176 243
type: person vehicle id: 9 position: 1442 337
type: person vehicle id: 8 position: 854 90
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 2 position: 309 328
type: person vehicle id: 64 position: 514 509
type: person vehicle id: 63 position: 367 316
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 56 position: 1348 376
type: person vehicle id: 54 position: 1100 192
type: person vehicle id: 53 position: 532 496
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 829 163
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 479 527
type: person vehicle id: 34 position: 547 431
type: car vehicle id: 33 position: 931 179
type: car vehicle id: 31 position: 580 44
type: person vehicle id: 30 position: 721 545
type: car vehicle id: 29 position: 703 85
type: person vehicle id: 28 position: 419 299
type: car vehicle id: 27 position: 731 253
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 386 307
type: person vehicle id: 23 position: 277 327
type: person vehicle id: 22 position: 337 325
type: person vehicle id: 20 position: 1409 308
type: person vehicle id: 19 position: 70 501
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 172 479
type: car vehicle id: 15 position: 464 20
type: person vehicle id: 14 position: 1305 292
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 177 243
type: person vehicle id: 9 position: 1442 337
type: person vehicle id: 8 position: 852 89
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 64 position: 515 508
type: person vehicle id: 63 position: 366 316
type: person vehicle id: 62 position: 198 242
type: person vehicle id: 56 position: 1352 377
type: person vehicle id: 54 position: 1101 193
type: person vehicle id: 53 position: 533 493
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 831 163
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 882
type: person vehicle id: 35 position: 477 526
type: person vehicle id: 34 position: 548 431
type: car vehicle id: 33 position: 931 179
type: car vehicle id: 31 position: 580 44
type: person vehicle id: 30 position: 722 546
type: car vehicle id: 29 position: 704 85
type: person vehicle id: 28 position: 419 298
type: car vehicle id: 27 position: 731 254
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 385 306
type: person vehicle id: 23 position: 276 327
type: person vehicle id: 22 position: 337 324
type: person vehicle id: 20 position: 1410 308
type: person vehicle id: 19 position: 69 500
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 173 479
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1305 292
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 177 243
type: person vehicle id: 9 position: 1442 337
type: person vehicle id: 8 position: 852 89
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 64 position: 511 509
type: person vehicle id: 63 position: 363 317
type: person vehicle id: 62 position: 199 242
type: person vehicle id: 58 position: 591 100
type: person vehicle id: 56 position: 1367 382
type: person vehicle id: 54 position: 1101 193
type: person vehicle id: 53 position: 529 497
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 833 165
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 881
type: person vehicle id: 35 position: 473 525
type: person vehicle id: 34 position: 548 432
type: car vehicle id: 33 position: 931 178
type: car vehicle id: 31 position: 580 42
type: person vehicle id: 30 position: 724 545
type: car vehicle id: 29 position: 704 86
type: person vehicle id: 28 position: 419 297
type: car vehicle id: 27 position: 727 256
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 385 306
type: person vehicle id: 23 position: 276 328
type: person vehicle id: 22 position: 337 323
type: person vehicle id: 20 position: 1411 310
type: person vehicle id: 19 position: 67 499
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 176 480
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1305 294
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1488 356
type: person vehicle id: 10 position: 178 243
type: person vehicle id: 9 position: 1442 336
type: person vehicle id: 6 position: 381 177
type: person vehicle id: 68 position: 444 276
type: person vehicle id: 64 position: 508 509
type: person vehicle id: 63 position: 363 314
type: person vehicle id: 62 position: 199 242
type: person vehicle id: 58 position: 590 101
type: person vehicle id: 56 position: 1377 387
type: person vehicle id: 54 position: 1102 193
type: person vehicle id: 53 position: 527 494
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 836 168
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 729 880
type: person vehicle id: 35 position: 470 525
type: person vehicle id: 34 position: 549 435
type: car vehicle id: 33 position: 932 178
type: car vehicle id: 31 position: 581 40
type: person vehicle id: 30 position: 726 546
type: car vehicle id: 29 position: 704 88
type: person vehicle id: 28 position: 419 296
type: car vehicle id: 27 position: 724 257
type: person vehicle id: 26 position: 696 859
type: person vehicle id: 25 position: 385 305
type: person vehicle id: 23 position: 275 328
type: person vehicle id: 22 position: 337 320
type: person vehicle id: 20 position: 1411 313
type: person vehicle id: 19 position: 65 499
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 178 481
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1306 290
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 179 242
type: person vehicle id: 9 position: 1443 335
type: person vehicle id: 6 position: 381 177
type: person vehicle id: 68 position: 444 276
type: person vehicle id: 64 position: 507 510
type: person vehicle id: 63 position: 364 313
type: person vehicle id: 62 position: 199 242
type: person vehicle id: 58 position: 589 101
type: person vehicle id: 56 position: 1382 389
type: person vehicle id: 54 position: 1102 193
type: person vehicle id: 53 position: 527 493
type: person vehicle id: 42 position: 434 281
type: car vehicle id: 39 position: 1401 185
type: car vehicle id: 38 position: 837 169
type: car vehicle id: 37 position: 1031 213
type: person vehicle id: 36 position: 729 879
type: person vehicle id: 35 position: 469 525
type: person vehicle id: 34 position: 549 435
type: car vehicle id: 33 position: 932 178
type: car vehicle id: 31 position: 581 40
type: person vehicle id: 30 position: 727 547
type: car vehicle id: 29 position: 704 88
type: person vehicle id: 28 position: 419 296
type: car vehicle id: 27 position: 723 257
type: person vehicle id: 26 position: 695 859
type: person vehicle id: 25 position: 384 305
type: person vehicle id: 23 position: 274 328
type: person vehicle id: 22 position: 337 319
type: person vehicle id: 20 position: 1411 315
type: person vehicle id: 19 position: 64 499
type: car vehicle id: 17 position: 1854 330
type: person vehicle id: 16 position: 179 481
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1306 288
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 178 242
type: person vehicle id: 9 position: 1443 334
type: person vehicle id: 6 position: 381 177
type: person vehicle id: 4 position: 1553 372
type: person vehicle id: 3 position: 1314 266
type: person vehicle id: 2 position: 299 327
type: person vehicle id: 68 position: 444 274
type: person vehicle id: 64 position: 509 505
type: person vehicle id: 63 position: 362 313
type: person vehicle id: 62 position: 200 242
type: person vehicle id: 58 position: 588 100
type: person vehicle id: 54 position: 1103 195
type: person vehicle id: 53 position: 526 493
type: person vehicle id: 42 position: 431 282
type: person vehicle id: 40 position: 1474 350
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 839 171
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 880
type: person vehicle id: 35 position: 467 525
type: person vehicle id: 34 position: 550 436
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 31 position: 582 39
type: person vehicle id: 30 position: 731 552
type: car vehicle id: 29 position: 705 90
type: person vehicle id: 28 position: 418 295
type: car vehicle id: 27 position: 716 260
type: person vehicle id: 26 position: 695 858
type: person vehicle id: 25 position: 384 304
type: person vehicle id: 23 position: 273 328
type: person vehicle id: 22 position: 337 320
type: person vehicle id: 20 position: 1414 314
type: person vehicle id: 19 position: 64 502
type: car vehicle id: 17 position: 1854 331
type: person vehicle id: 16 position: 179 484
type: car vehicle id: 15 position: 465 20
type: person vehicle id: 14 position: 1306 287
type: car vehicle id: 12 position: 1631 245
type: person vehicle id: 11 position: 1489 356
type: person vehicle id: 10 position: 180 243
type: person vehicle id: 9 position: 1443 336
type: person vehicle id: 6 position: 381 179
type: person vehicle id: 4 position: 1552 372
type: person vehicle id: 68 position: 445 273
type: person vehicle id: 64 position: 514 502
type: person vehicle id: 63 position: 357 312
type: person vehicle id: 62 position: 202 242
type: person vehicle id: 58 position: 586 100
type: person vehicle id: 54 position: 1104 195
type: person vehicle id: 42 position: 435 280
type: car vehicle id: 39 position: 1401 186
type: car vehicle id: 38 position: 842 172
type: car vehicle id: 37 position: 1031 214
type: person vehicle id: 36 position: 730 880
type: person vehicle id: 35 position: 466 524
type: person vehicle id: 34 position: 551 437
type: car vehicle id: 33 position: 932 179
type: car vehicle id: 31 position: 582 39
type: person vehicle id: 30 position: 733 556
type: car vehicle id: 29 position: 706 92
type: person vehicle id: 28 position: 418 295
type: car vehicle id: 27 position: 711 264
type: person vehicle id: 26 position: 695 858
type: person vehicle id: 25 position: 385 305
type: person vehicle id: 23 position: 272 329
type: person vehicle id: 22 position: 337 319
type: person vehicle id: 20 position: 1416 314
type: person vehicle id: 19 position: 61 500
type: car vehicle id: 17 position: 1854 332
type: person vehicle id: 16 position: 181 484
